;GmlId;objectid;cd_snisb;nm_barragem;nm_secundario;uso_principal;uf;municipio;risco;dano_potencial;nm_empreendedor;tp_empreendedor;org_fiscalizador;cd_bar_fiscalizador;regulada_pnsb;nm_autorizacao;pae;psb;rev_periodica;dt_ult_fiscalizacao;barragem_autuada;altura_fundacao_m;altura_terreno_m;capacidade_hm3;comp_coroamento_m;tp_material;uso_complementar;cd_curso_agua_barrado;nm_curso_agua;regiao_hidrografica;unidade_gestao;dt_ult_inspecao;tp_ult_inspecao;nv_perigo_global;possui_eclusa;fase_vida;latitude;longitude;completude_dados;barragem_outorgada;empreendedor_identificado;info_altura;maior_altura;faixa_altura;info_volume;fx_volume;info_altura_volume;classificada_cri;classificada_dpa;inspecao;fiscalização;mais_preocupa;n;sequencia;cd_ibge;nome_mun;corede;regiao_func;Shape
5212;Cadastro_SNISB_20230720.5213;5213;5585.0;*51560567094;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1438/2009;Sim;1438/2009;;Não;Não;;Não;;0.0;0.315;0.0;Terra;;826124.0;Arroio Guaçu-Boi;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.62194;-56.32917;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12339.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.32917000 -29.62194000)
5213;Cadastro_SNISB_20230720.5214;5214;6007.0;*80620500059;;Irrigação;RS;ROSÁRIO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;499/2006;Sim;499/2006;;Não;Não;;Não;;0.0;9.766;0.0;Terra;;8269192.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.54504;-54.76392;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;12340.0;4316402;Rosário do Sul;Fronteira Oeste;6;POINT (-54.76392000 -30.54504000)
5214;Cadastro_SNISB_20230720.5215;5215;6008.0;*82600500050;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0491/06;Sim;0491/06;;Não;Não;;Não;;0.0;0.188;0.0;Terra;;826.0;Rio Santa Maria;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.95202;-54.76219;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12341.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.76219000 -30.95202000)
5223;Cadastro_SNISB_20230720.5224;5224;6039.0;*68710500075;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1410/07;Sim;1410/07;;Não;Não;;Não;;0.0;0.17;0.0;Terra;;826.0;Rio Santa Maria;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-31.08974;-54.6536;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12353.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.65360000 -31.08974000)
5225;Cadastro_SNISB_20230720.5226;5226;6045.0;*39770500078;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0737/07;Sim;0737/07;;Não;Não;;Não;;0.0;1.629;0.0;Terra;;8269542.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.94483;-54.63417;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12355.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.63417000 -30.94483000)
5237;Cadastro_SNISB_20230720.5238;5238;5640.0;*134000000000;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0519/10;Sim;0519/10;;Não;Não;;Não;;0.0;1.689;0.0;Terra;;824682.0;Sanga Santo Isidro;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.11833;-56.17778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12368.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-56.17778000 -30.11833000)
5239;Cadastro_SNISB_20230720.5240;5240;6053.0;*150000000000;;Irrigação;RS;SÃO VICENTE DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0424/2009;Sim;0424/2009;;Não;Não;;Não;;0.0;0.692;0.0;Terra;;8266.0;Rio Ibicuí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.77222;-54.60778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12370.0;4319802;São Vicente do Sul;Vale do Jaguarí;8;POINT (-54.60778000 -29.77222000)
5249;Cadastro_SNISB_20230720.5250;5250;6080.0;*102000000000;;Irrigação;RS;BAGÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1350/2009;Sim;1350/2009;;Não;Não;;Não;;0.0;0.044;0.0;Terra;;8226962.0;Sanga da Orqueta;Região Hidrográfica do URUGUAI;Negro;;;;;;-31.42058;-54.52535;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12380.0;4301602;Bagé;Campanha;6;POINT (-54.52535000 -31.42058000)
5251;Cadastro_SNISB_20230720.5252;5252;6093.0;*4860567101;;Irrigação;RS;BAGÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0694/10;Sim;0694/10;;Não;Não;;Não;;0.0;0.576;0.0;Terra;;8226982.0;Sanga da Caneleira;Região Hidrográfica do URUGUAI;Negro;;;;;;-31.37833;-54.48599;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12382.0;4301602;Bagé;Campanha;6;POINT (-54.48599000 -31.37833000)
5252;Cadastro_SNISB_20230720.5253;5253;6095.0;*177000000000;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0909/2015;Sim;0909/2015;;Não;Não;;Não;;0.0;0.319;0.0;Terra;;826954.0;Arroio Taquarembo Chico;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.9214;-54.48195;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12383.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.48195000 -30.92140000)
5253;Cadastro_SNISB_20230720.5254;5254;6100.0;*46240500073;;Irrigação;RS;CACEQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0660/2009;Sim;0660/2009;;Não;Não;;Não;;0.0;1.722;0.0;Terra;;8266.0;Rio Ibicuí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.77417;-54.4475;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12384.0;4302907;Cacequi;Vale do Jaguarí;8;POINT (-54.44750000 -29.77417000)
5257;Cadastro_SNISB_20230720.5258;5258;5693.0;*72690567089;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0470/09;Sim;0470/09;;Não;Não;;Não;4,5;0.0;0.052;0.0;Terra;;8271722.0;Arroio Santa Luzia;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.79472;-56.04028;mínima;Sim;Sim;Sim;4.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12390.0;4318002;São Borja;Fronteira Oeste;6;POINT (-56.04028000 -28.79472000)
5259;Cadastro_SNISB_20230720.5260;5260;5709.0;*99360567087;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1421/08;Sim;1421/08;;Não;Não;;Não;;0.0;0.022;0.0;Terra;;827172.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.75972;-56.01111;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12392.0;4318002;São Borja;Fronteira Oeste;6;POINT (-56.01111000 -28.75972000)
5264;Cadastro_SNISB_20230720.5265;5265;5719.0;*103000000000;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Agropecuária Pileco LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0063/2008;Sim;0063/2008;;Não;Não;;Não;;0.0;9.19;0.0;Terra;;82622.0;Arroio Inhanduí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.78361;-55.99472;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;12401.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.99472000 -29.78361000)
5265;Cadastro_SNISB_20230720.5266;5266;5722.0;*23530500050;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0729/2005;Sim;0729/2005;;Não;Não;;Não;;0.0;4.103;0.0;Terra;;82622.0;Arroio Inhanduí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.82889;-55.99306;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;12402.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.99306000 -29.82889000)
5266;Cadastro_SNISB_20230720.5267;5267;5727.0;*138000000000;;Irrigação;RS;MAÇAMBARÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1555/12;Sim;1555/12;;Não;Não;;Não;2,2;0.0;1.028;0.0;Terra;;82714.0;Rio Butuí;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-29.01611;-55.985;mínima;Sim;Sim;Sim;2.2;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12403.0;4311718;Maçambará;Fronteira Oeste;6;POINT (-55.98500000 -29.01611000)
5267;Cadastro_SNISB_20230720.5268;5268;6139.0;*92160567086;;Irrigação;RS;SÃO PEDRO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0089/2009;Sim;0089/2009;;Não;Não;;Não;;0.0;0.047;0.0;Terra;;8266372.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.5625;-54.235;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12404.0;4319406;São Pedro do Sul;Central;8;POINT (-54.23500000 -29.56250000)
5268;Cadastro_SNISB_20230720.5269;5269;6154.0;*91340567086;;Irrigação;RS;SÃO PEDRO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1875/2008;Sim;1875/2008;;Não;Não;;Não;;0.0;0.223;0.0;Terra;;82662.0;Rio Ibicuí-mirim;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.67389;-54.18833;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12405.0;4319406;São Pedro do Sul;Central;8;POINT (-54.18833000 -29.67389000)
5269;Cadastro_SNISB_20230720.5270;5270;6157.0;*119000000000;;Irrigação;RS;BAGÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0549/09;Sim;0549/09;;Não;Não;;Não;;0.0;0.463;0.0;Terra;;82269942.0;SEM NOME;Região Hidrográfica do URUGUAI;Negro;;;;;;-31.40206;-54.17888;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12406.0;4301602;Bagé;Campanha;6;POINT (-54.17888000 -31.40206000)
5270;Cadastro_SNISB_20230720.5271;5271;6158.0;*178000000000;;Irrigação;RS;DILERMANDO DE AGUIAR;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1201/12;Sim;1201/12;;Não;Não;;Não;;0.0;0.044;0.0;Terra;;79688.0;Arroio dos Lourenços;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.91639;-54.17833;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12407.0;4306379;Dilermando de Aguiar;Central;8;POINT (-54.17833000 -29.91639000)
5274;Cadastro_SNISB_20230720.5275;5275;5735.0;*49480567118;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;95/2013;Sim;95/2013;;Não;Não;;Não;4,6;0.0;0.281;0.0;Terra;;827172.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.78167;-55.96556;mínima;Sim;Sim;Sim;4.6;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12412.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.96556000 -28.78167000)
5276;Cadastro_SNISB_20230720.5277;5277;5754.0;*61700500075;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1184/2007;Sim;1184/2007;;Não;Não;;Não;;0.0;0.835;0.0;Terra;;826236.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.84056;-55.93;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12414.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.93000000 -29.84056000)
5277;Cadastro_SNISB_20230720.5278;5278;6174.0;*11470567100;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0605/10;Sim;0605/10;;Não;Não;;Não;5,9;0.0;0.56;0.0;Terra;;7968.0;Rio Vacacaí;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.15694;-54.11806;mínima;Sim;Sim;Sim;5.9;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12415.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.11806000 -30.15694000)
5278;Cadastro_SNISB_20230720.5279;5279;6179.0;*125000000000;;Irrigação;RS;DILERMANDO DE AGUIAR;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1701/2006;Sim;1701/2006;;Não;Não;;Não;8;0.0;0.125;0.0;Terra;;79688.0;Arroio dos Lourenços;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.90028;-54.10083;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12416.0;4306379;Dilermando de Aguiar;Central;8;POINT (-54.10083000 -29.90028000)
5284;Cadastro_SNISB_20230720.5285;5285;5341.0;*74790567095;;Regularização de vazão;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1468/09;Sim;1468/09;;Não;Não;;Não;10;0.0;2.038;0.0;Terra;;825116.0;Arroio do Salso;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-30.03222;-57.27083;mínima;Sim;Sim;Sim;10.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12422.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.27083000 -30.03222000)
5285;Cadastro_SNISB_20230720.5286;5286;5345.0;*24500500077;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0564/2007;Sim;0564/2007;;Não;Não;;Não;;0.0;4.397;0.0;Terra;;82512.0;Arroio Guaraputan;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.90444;-57.24417;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;12423.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-57.24417000 -29.90444000)
5286;Cadastro_SNISB_20230720.5287;5287;5766.0;0863/2007;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;000781-05.00/07-5 2;Sim;0863/2007;;Não;Não;;Não;5;0.0;0.267;0.0;Terra;;827174.0;Sanga Estiva;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.68278;-55.92194;mínima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12425.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.92194000 -28.68278000)
5287;Cadastro_SNISB_20230720.5288;5288;5768.0;*91550500069;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1324/2006;Sim;1324/2006;;Não;Não;;Não;;0.0;0.99;0.0;Terra;;8262622.0;Arroio Lagoão;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.96111;-55.90611;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12426.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-55.90611000 -29.96111000)
5289;Cadastro_SNISB_20230720.5290;5290;6189.0;*9360567103;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0615/10;Sim;0615/10;;Não;Não;;Não;7;0.0;2.395;0.0;Terra;;79688222.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.095;-54.06722;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12428.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.06722000 -30.09500000)
5290;Cadastro_SNISB_20230720.5291;5291;6195.0;*42230567083;;Irrigação;RS;SANTA MARIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0801/08;Sim;0801/08;;Não;Não;;Não;6;0.0;0.238;0.0;Terra;;82662.0;Rio Ibicuí-mirim;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.65611;-54.03056;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12429.0;4316907;Santa Maria;Central;8;POINT (-54.03056000 -29.65611000)
5291;Cadastro_SNISB_20230720.5292;5292;6204.0;*136000000000;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0491/07;Sim;0491/07;;Não;Não;;Não;3;0.0;0.521;0.0;Terra;;7968914.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.14278;-54.005;mínima;Sim;Sim;Sim;3.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12430.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.00500000 -30.14278000)
5292;Cadastro_SNISB_20230720.5293;5293;6215.0;*44440500070;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0882/07;Sim;0882/07;;Não;Não;;Não;;0.0;0.347;0.0;Terra;;7968.0;Rio Vacacaí;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.06417;-53.88528;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12431.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.88528000 -30.06417000)
5297;Cadastro_SNISB_20230720.5298;5298;6227.0;*32790500076;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0751/07;Sim;0751/07;;Não;Não;;Não;8;0.0;1.387;0.0;Terra;;7968782.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.10278;-53.80333;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12439.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.80333000 -30.10278000)
5300;Cadastro_SNISB_20230720.5301;5301;5393.0;*101000000000;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0188/2012;Sim;0188/2012;;Não;Não;;Não;;0.0;0.414;0.0;Terra;;82532.0;Arroio do Imboá;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.7525;-57.00472;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12442.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-57.00472000 -29.75250000)
5301;Cadastro_SNISB_20230720.5302;5302;5830.0;*13250500070;;Irrigação;RS;MANOEL VIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0697/2007;Sim;0697/2007;;Não;Não;;Não;;0.0;1.719;0.0;Terra;;826332.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.38778;-55.72389;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12443.0;4311759;Manoel Viana;Fronteira Oeste;6;POINT (-55.72389000 -29.38778000)
5302;Cadastro_SNISB_20230720.5303;5303;6252.0;*59490567118;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0776/12;Sim;0776/12;;Não;Não;;Não;;0.0;0.644;0.0;Terra;;796876.0;Sanga Trancoso;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.19056;-53.72778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12444.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.72778000 -30.19056000)
5307;Cadastro_SNISB_20230720.5308;5308;5406.0;*104000000000;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0017/2009;Sim;0017/2009;;Não;Não;;Não;;0.0;0.506;0.0;Terra;;82532.0;Arroio do Imboá;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.76833;-56.93139;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12449.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.93139000 -29.76833000)
5308;Cadastro_SNISB_20230720.5309;5309;5411.0;*67060567105;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0491/2011;Sim;0491/2011;;Não;Não;;Não;;0.0;0.487;0.0;Terra;;8254.0;Arroio Touro Passo;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.71667;-56.88778;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12450.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.88778000 -29.71667000)
5309;Cadastro_SNISB_20230720.5310;5310;5855.0;*95000500050;;Irrigação;RS;MAÇAMBARÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;564/2015;Sim;564/2015;;Não;Não;;Não;7,5;0.0;1.35;0.0;Terra;;8271498.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-29.06694;-55.60167;mínima;Sim;Sim;Sim;7.5;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12452.0;4311718;Maçambará;Fronteira Oeste;6;POINT (-55.60167000 -29.06694000)
5310;Cadastro_SNISB_20230720.5311;5311;5877.0;*172000000000;;Irrigação;RS;SÃO BORJA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,72e+11;Sim;1,72e+11;;Não;Não;;Não;6,8;0.0;0.118;0.0;Terra;;82718472.0;SEM NOME;Região Hidrográfica do URUGUAI;Butuí-Icamaquã;;;;;;-28.92389;-55.39583;mínima;Sim;Sim;Sim;6.8;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12453.0;4318002;São Borja;Fronteira Oeste;6;POINT (-55.39583000 -28.92389000)
5317;Cadastro_SNISB_20230720.5318;5318;5450.0;*97110500043;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Condomínio Agropecuário Ceolin;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0287/2006;Sim;0287/2006;;Não;Não;;Não;;0.0;1.431;0.0;Terra;;82572.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.61361;-56.67083;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12460.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.67083000 -29.61361000)
